"maintenance_points","impact_points"
1,2
1,2
1,2
1,2
1,2
1,2
1,2
4,2
4,2
1,2
1,2
1,2
3,2
1,2
12,2
12,2
12,2
1,2
1,3
1,3
1,2
6,2
4,2
4,3
5,1
2,2
14,2
2,3
10,2
2,1
2,2
11,2
11,1
3,2
3,1
21,4
13,2
13,2
3,1
3,4
3,2
3,8
5,9
3,4
3,5
3,8
3,6
12,1
5,4
3,5
3,1
14,1
10,1
14,2
6,1
15,2
3,5
3,4
3,4
3,1
16,2
4,2
4,5
8,2
4,2
4,2
13,2
9,1
5,1
9,4
5,4
14,3
5,11
3,9
4,5
5,2
5,2
5,6
5,5
5,7
5,3
10,1
17,7
4,4
15,5
4,3
4,5
4,4
4,1
4,3
4,4
9,2
14,1
5,3
19,3
5,2
12,2
12,10
12,6
10,8
24,7
34,9
5,8
5,5
5,3
5,2
8,3
7,5
6,3
17,8
17,1
17,1
3,1
3,2
3,5
4,2
5,2
34,2
3,2
5,2
5,2
3,1
3,1
4,3
2,2
2,1
1,2
1,2
1,2
2,3
1,4
1,2
1,2
1,2
2,2
1,5
1,1
1,4
1,1
1,1
12,1
1,1
1,1
1,2
13,2
1,51
1,2
9,1
7,1
1,13
1,13
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,14
2,22
2,14
2,14
1,17
4,6
4,6
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
6,1
1,1
1,1
7,3
1,1
1,3
1,2
2,1
1,1
1,1
1,1
1,9
1,8
1,9
1,3
7,4
1,1
16,32
5,12
1,3
1,1
1,16
1,29
1,5
1,2
1,12
1,28
17,3
106,4
1,4
1,2
1,10
1,37
1,5
3,2
1,12
9,2
7,2
7,2
7,5
1,17
1,16
1,2
1,18
1,13
7,2
1,11
1,2
1,6
1,2
1,7
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,18
1,10
1,3
1,3
1,3
1,3
1,3
1,3
1,3
15,3
15,3
1,3
1,3
1,3
1,3
1,3
1,3
1,13
1,12
1,3
1,3
1,3
19,3
19,3
1,3
1,3
1,3
1,3
1,3
1,3
1,7
1,3
1,3
1,3
25,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
1,3
24,3
1,3
1,3
1,3
1,10
1,3
1,31
1,3
1,5
1,5
1,31
1,3
1,8
2,4
2,19
1,4
1,37
1,4
1,4
1,4
1,4
1,16
1,6
1,18
18,3
15,6
15,3
15,3
15,13
15,3
15,21
15,6
1,19
1,20
1,7
1,53
1,10
14,24
2,18
2,22
2,6
1,13
1,6
1,6
1,15
10,17
14,8
7,13
28,7
28,13
28,20
28,15
28,7
28,28
28,18
28,13
28,10
28,18
28,15
21,12
1,19
13,12
1,5
1,13
1,6
1,8
13,6
1,6
1,6
1,6
1,10
1,16
1,7
1,9
1,9
1,26
1,15
1,10
10,8
1,13
1,7
1,7
1,7
1,14
1,14
3,7
1,10
1,7
1,7
1,7
1,7
1,7
1,21
1,25
1,8
1,18
1,20
1,6
1,6
1,20
1,21
1,9
1,16
12,7
1,7
1,7
1,7
1,7
1,10
1,7
1,7
1,9
1,7
1,7
1,7
13,7
1,7
1,7
28,7
1,7
1,7
1,9
1,7
1,7
16,7
8,26
1,7
17,17
28,7
3,20
3,7
1,14
18,8
18,8
18,8
1,8
1,8
1,9
1,36
1,8
1,8
1,11
5,8
5,8
1,8
1,8
1,8
19,8
16,8
16,8
7,8
7,8
7,8
7,8
15,18
12,8
1,8
1,8
1,15
1,8
1,8
1,8
1,8
1,8
1,8
1,8
1,9
1,8
1,8
1,8
1,55
13,12
2,12
9,12
9,12
9,16
1,12
2,27
7,12
7,34
3,22
20,11
20,11
1,11
1,11
1,11
1,11
1,14
1,10
1,10
1,12
1,10
1,11
1,10
1,10
1,12
1,11
1,18
1,11
1,10
1,22
1,11
1,11
1,13
1,11
1,11
1,13
1,11
24,11
1,11
27,11
27,11
27,15
27,15
1,18
1,15
1,11
1,11
1,11
1,11
1,11
1,11
1,11
15,11
1,11
1,11
1,11
1,11
1,11
8,11
8,11
1,11
1,11
1,11
1,11
1,11
1,11
6,11
6,11
6,11
1,11
1,17
1,11
1,11
1,11
1,14
1,11
1,11
1,11
1,11
1,11
1,11
1,15
1,24
1,12
1,13
1,13
1,12
1,12
1,25
1,11
1,11
1,11
1,16
1,23
5,11
1,11
1,11
1,11
1,11
1,23
1,11
1,11
1,18
1,11
1,15
1,19
1,8
1,17
1,19
1,17
1,20
30,21
30,7
1,7
1,7
1,7
1,7
1,7
1,18
1,18
1,8
1,11
1,8
1,8
1,8
1,8
1,8
1,8
1,8
1,18
1,7
1,9
1,7
1,7
1,8
1,7
1,7
1,7
1,7
1,9
1,9
1,7
1,7
1,9
1,7
1,9
1,9
1,7
1,7
1,7
1,14
1,7
1,7
1,7
1,7
1,7
1,16
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
7,7
7,7
7,7
7,11
1,7
1,11
1,7
1,7
9,9
9,7
9,7
9,7
1,7
1,7
4,7
8,7
23,7
5,7
5,7
5,7
5,7
5,7
1,7
1,7
2,7
1,7
1,7
1,7
1,7
1,7
1,7
7,7
7,7
7,7
7,7
12,7
12,7
12,7
9,12
9,13
9,11
9,10
9,10
9,12
9,11
9,7
9,11
9,13
9,7
9,9
9,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
12,7
12,7
12,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
1,7
1,7
1,7
8,7
7,8
7,7
7,7
7,7
7,7
7,7
1,15
16,14
7,16
10,13
10,16
1,15
1,17
1,13
1,12
1,7
1,12
1,12
1,14
1,15
1,9
1,15
1,9
1,12
1,13
1,16
1,13
1,10
1,9
1,10
1,12
1,11
1,12
1,12
7,12
2,11
2,14
2,13
2,15
1,21
1,7
1,15
1,15
1,12
1,14
1,11
1,18
1,13
32,17
1,12
1,13
1,10
6,16
6,18
1,13
1,18
1,7
12,8
12,8
1,7
1,7
1,7
1,7
1,8
1,8
6,7
1,8
1,8
1,7
1,7
1,7
18,7
18,7
1,9
1,11
1,8
8,10
8,8
8,10
1,10
1,9
1,10
1,9
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
3,7
1,7
7,7
7,7
1,7
1,10
1,8
1,8
1,7
1,8
1,7
1,7
7,8
7,7
1,8
1,7
6,14
1,17
1,15
1,9
1,18
1,15
1,23
1,19
1,12
1,23
1,18
1,22
1,17
1,24
1,17
1,11
1,22
1,19
1,15
1,13
1,14
1,22
1,20
1,17
1,15
1,20
1,21
13,22
1,12
1,17
1,22
1,20
1,16
1,18
1,18
1,14
3,15
5,15
5,19
5,13
5,7
5,21
1,9
14,8
1,8
1,8
1,8
16,8
16,8
11,8
11,8
2,8
2,9
1,8
1,10
1,8
1,8
35,8
35,8
35,18
1,17
1,11
1,16
1,17
1,7
1,7
1,7
1,7
1,7
20,7
20,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,14
1,7
1,7
1,7
1,7
1,7
1,30
10,13
10,10
2,10
1,10
1,10
1,10
1,10
1,19
5,10
25,28
22,11
22,9
22,13
22,8
22,8
1,9
1,16
1,21
1,8
6,8
1,8
1,8
1,8
1,8
1,10
1,15
1,11
1,9
1,9
1,9
1,9
1,9
1,9
1,9
5,9
5,9
5,9
5,9
5,9
1,9
1,11
1,11
1,13
1,8
1,8
1,8
1,8
1,8
1,8
1,10
1,9
1,8
1,8
1,8
1,8
1,9
1,8
1,8
1,8
1,8
1,8
1,8
1,17
1,12
15,8
15,18
15,17
1,28
1,10
1,12
1,9
1,29
1,8
1,8
1,20
18,8
18,17
14,8
1,8
1,10
1,8
1,8
1,8
1,8
1,8
1,8
1,8
1,8
1,16
1,9
1,32
1,8
1,8
1,8
1,9
3,8
3,8
1,8
6,8
4,8
1,8
1,40
1,7
28,7
1,10
3,22
3,8
2,19
15,8
14,19
3,17
16,8
16,8
8,8
1,29
1,9
29,9
1,9
1,9
1,9
1,9
1,20
3,9
3,9
39,9
1,9
13,19
1,9
1,18
9,18
1,9
1,9
5,9
5,9
5,9
5,9
4,9
4,9
4,9
4,9
6,9
6,9
6,9
1,9
1,9
1,9
1,9
1,9
1,24
1,9
1,19
1,9
1,9
1,9
1,9
1,10
1,10
1,9
1,21
1,27
1,26
1,22
1,9
1,20
1,10
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
1,9
8,9
8,9
1,9
1,9
1,9
1,9
1,9
3,25
1,24
5,9
5,9
5,9
5,9
20,9
20,9
20,9
20,9
1,9
1,9
1,9
1,9
1,9
6,10
6,9
1,9
1,9
3,9
9,9
1,9
1,16
1,8
1,10
1,8
25,12
25,8
6,22
6,8
1,8
1,8
6,8
1,8
1,8
1,8
5,8
5,8
5,8
4,8
4,8
1,8
1,8
1,8
4,12
4,8
4,14
5,8
5,8
38,9
1,12
1,7
13,7
3,7
3,7
10,7
1,9
2,7
7,10
1,13
1,7
2,7
1,7
1,9
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,7
1,10
1,7
1,24
3,20
2,20
2,9
2,33
2,9
2,9
9,9
9,9
1,9
1,9
21,10
1,9
21,9
21,14
21,9
21,9
21,9
24,25
24,10
2,18
59,23
22,9
22,8
22,10
22,17
2,7
2,7
2,7
2,7
2,7
2,7
2,9
2,7
2,7
2,7
2,12
2,10
2,10
2,7
2,7
9,7
9,7
9,7
23,7
5,7
1,7
1,7
22,7
1,7
1,7
18,8
1,7
1,7
1,7
1,12
1,8
1,8
1,8
1,10
1,8
1,8
1,8
1,9
1,8
1,8
2,8
1,8
1,15
1,8
1,8
1,8
6,8
1,8
1,13
1,7
22,9
1,7
1,7
2,7
2,7
1,7
3,9
1,9
1,7
1,7
1,7
24,7
24,7
24,7
24,7
4,7
4,7
1,7
1,7
1,11
1,7
1,8
1,7
1,15
1,7
1,7
1,7
1,7
1,7
1,12
1,11
1,10
1,7
1,10
1,12
1,7
1,8
1,9
1,9
1,9
1,8
1,10
1,7
1,12
1,20
1,8
1,20
1,19
1,8
1,8
1,8
1,8
1,8
1,8
1,19
1,20
1,8
1,14
1,11
1,11
1,11
1,11
1,11
1,11
1,11
1,13
1,15
1,9
1,9
1,9
1,11
1,9
1,9
1,11
1,10
1,11
1,13
1,17
1,11
1,9
1,17
1,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,9
2,8
2,8
2,8
2,10
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
4,8
4,10
10,8
2,9
2,9
2,9
2,15
11,9
15,11
2,10
2,9
2,9
2,20
2,19
2,9
2,20
2,24
7,21
2,8
2,8
2,28
2,20
7,10
2,9
2,9
2,9
2,9
2,23
2,9
2,9
2,18
2,9
2,9
2,9
2,9
2,17
2,9
2,9
2,9
2,12
2,11
2,11
2,9
2,39
2,17
2,40
2,24
2,23
2,10
2,9
2,19
3,24
2,13
5,11
5,21
5,16
5,24
5,11
5,11
17,11
17,11
17,11
17,11
2,15
2,11
2,11
2,11
2,11
2,11
2,15
2,13
2,11
2,12
2,11
2,14
2,12
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,12
2,23
2,10
2,10
2,10
2,10
2,10
2,10
2,10
15,10
15,16
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
15,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,25
2,11
4,12
4,20
4,17
4,10
4,10
2,10
2,10
2,10
2,10
2,15
2,16
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,11
2,16
2,13
2,9
2,9
2,9
2,9
2,9
2,9
2,9
2,11
2,9
2,19
2,9
2,9
2,11
2,9
2,12
2,9
2,9
2,12
2,9
2,9
2,9
2,14
3,9
3,9
3,9
3,16
2,10
8,10
31,10
24,10
24,15
2,10
2,11
2,17
2,10
2,10
2,10
2,10
2,10
2,10
2,11
2,12
2,10
2,10
2,10
7,12
2,10
2,10
2,10
2,10
2,10
36,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,10
2,22
2,10
2,14
2,10
6,10
2,10
9,10
5,10
15,10
15,10
2,13
16,10
16,10
4,13
4,10
4,10
2,10
2,10
7,10
2,10
2,10
38,9
38,13
5,9
8,9
2,13
2,10
2,15
2,12
21,12
21,12
21,14
21,12
21,12
2,18
2,12
2,77
2,19
2,17
11,12
2,18
12,16
12,12
12,12
12,12
12,12
12,12
2,12
2,12
2,12
2,12
2,12
2,12
2,12
2,14
2,14
2,12
2,12
2,12
2,12
2,16
2,15
2,12
2,12
2,12
2,12
2,12
25,12
25,12
25,12
2,12
2,21
2,13
2,12
2,12
2,20
2,11
2,15
2,16
2,11
2,29
2,17
2,15
2,13
2,13
2,24
2,12
2,12
7,15
6,10
4,10
4,24
4,13
4,12
4,11
8,17
4,17
4,10
4,23
4,20
5,13
5,13
5,16
5,30
5,25
5,13
5,13
5,15
5,18
4,36
4,12
4,12
4,12
4,12
4,12
4,12
4,12
11,12
4,14
4,12
4,12
4,16
4,11
4,11
5,11
5,11
5,14
5,15
5,11
5,11
5,11
5,25
5,12
5,30
5,17
5,11
4,11
4,14
4,14
4,11
15,11
4,11
4,12
4,11
4,16
4,11
4,11
4,11
4,11
4,11
4,11
22,11
22,11
22,11
22,11
22,11
22,11
22,11
4,11
4,11
4,11
4,37
4,13
4,13
4,37
4,11
4,22
4,17
4,11
4,11
4,11
4,11
4,14
4,14
4,11
4,15
4,13
4,13
4,16
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,13
4,87
4,7
4,5
4,5
4,5
4,5
4,5
18,5
18,5
18,5
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,8
4,6
4,6
12,8
12,6
12,6
4,6
4,6
4,10
4,25
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,7
4,5
4,5
4,5
5,5
4,5
4,6
4,5
4,5
4,7
4,7
4,5
5,10
5,8
5,5
4,19
4,5
4,13
4,17
4,14
4,15
4,5
4,19
4,19
4,7
4,5
4,5
4,23
4,5
4,7
4,6
4,6
4,8
4,9
4,6
4,6
4,6
4,6
4,6
4,6
4,11
4,14
4,8
4,6
4,9
4,6
4,6
4,23
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,8
4,6
4,6
4,38
5,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,7
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,7
4,6
4,6
4,21
4,6
4,6
4,6
4,6
4,9
4,6
4,6
4,8
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
7,6
7,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
7,6
7,6
6,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
6,6
4,6
4,6
4,6
5,6
25,6
25,6
25,6
25,6
6,6
6,6
6,6
31,6
16,6
4,6
4,6
4,6
4,6
4,6
4,6
12,6
12,6
4,6
4,6
4,6
4,6
4,6
17,6
17,6
17,7
4,6
10,6
4,6
4,6
4,6
16,6
16,6
16,6
4,6
12,6
18,6
18,6
18,6
18,7
18,6
18,6
18,6
18,6
18,13
18,6
18,6
18,6
18,6
18,6
18,12
18,6
4,12
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
12,6
12,6
12,6
12,6
4,6
4,6
4,7
4,15
11,6
4,6
4,6
4,6
5,6
5,6
10,8
4,6
9,8
9,7
9,7
9,11
6,9
6,7
4,9
4,7
13,7
13,7
13,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
5,7
5,7
5,7
14,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,19
5,18
5,7
5,7
5,7
5,7
5,7
5,7
5,7
18,7
18,7
18,11
4,7
4,11
4,7
4,10
4,7
4,7
4,27
4,7
4,7
4,7
4,7
4,13
4,11
4,7
16,15
16,9
16,17
4,15
4,18
4,10
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,8
4,16
4,31
4,28
4,8
4,8
4,8
8,8
4,8
4,8
4,8
7,10
7,9
7,8
4,11
7,22
7,8
7,10
4,9
4,8
6,8
6,8
6,14
4,9
4,9
10,9
10,9
10,11
10,9
5,11
6,9
4,9
4,9
12,9
4,9
11,9
6,9
6,9
6,9
6,9
6,9
6,9
6,9
6,9
6,9
6,12
6,9
7,9
7,26
7,9
7,9
7,9
5,9
5,9
5,9
5,9
5,20
4,9
4,9
4,8
4,8
4,15
4,17
4,10
4,9
6,15
6,9
6,9
6,9
4,11
4,12
4,11
4,8
4,9
4,20
4,12
19,9
4,11
11,16
11,16
11,17
11,10
11,9
11,9
2,12
2,17
2,21
2,14
5,15
5,19
1,14
1,16
1,15
2,15
5,15
3,15
3,15
4,15
4,22
4,25
2,15
2,15
2,15
2,15
2,16
2,14
2,14
2,14
2,25
2,11
2,11
2,21
2,11
2,11
18,19
17,17
17,18
17,13
17,11
17,13
2,12
2,17
2,20
1,12
1,17
1,12
6,12
9,12
12,12
12,12
12,16
16,14
8,12
8,25
14,30
3,23
3,14
2,17
2,13
5,16
5,13
1,13
1,13
1,13
5,13
1,16
5,13
5,13
3,13
3,13
3,13
3,16
1,13
1,13
1,17
1,18
2,13
1,14
3,13
3,26
3,14
3,13
3,16
1,22
1,18
1,15
1,13
1,15
1,13
1,13
1,23
1,18
1,24
6,28
1,16
1,14
1,16
1,16
4,16
1,16
1,14
1,14
1,14
3,70
4,15
1,15
4,15
1,15
1,17
1,15
1,23
1,48
1,13
1,13
1,13
1,66
1,14
1,26
1,45
1,48
1,17
1,13
1,18
1,13
1,17
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,13
1,15
1,13
1,13
1,13
1,20
1,17
1,21
1,18
1,14
1,25
1,17
1,15
1,15
1,16
1,15
1,15
1,15
1,17
1,17
1,15
1,22
1,15
1,15
1,15
1,15
1,15
1,38
1,14
1,14
1,16
1,14
1,15
1,16
2,19
2,14
2,15
2,14
2,14
1,14
1,17
1,14
1,14
1,18
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,14
1,15
1,19
1,17
1,14
1,14
1,31
1,14
1,14
1,14
1,14
1,22
2,14
1,14
1,16
1,14
1,14
1,14
1,14
1,14
1,14
1,19
1,17
1,14
1,17
1,17
1,14
1,18
1,31
1,20
1,16
1,16
1,14
1,14
1,14
1,25
1,26
1,18
1,15
1,27
1,14
1,14
2,14
1,14
1,14
1,19
18,14
18,14
18,14
18,14
18,14
18,14
1,16
1,14
1,14
1,14
1,24
1,13
1,22
1,13
1,13
1,28
1,15
1,13
1,13
1,31
1,13
1,13
1,13
1,18
1,18
1,13
1,14
1,31
1,11
1,13
1,11
1,31
1,13
1,21
1,14
1,13
1,23
1,12
1,18
1,12
1,12
1,20
1,14
1,12
1,12
1,12
1,12
1,12
1,12
1,12
1,12
1,12
1,12
1,68
1,8
1,12
1,9
1,17
1,9
1,9
1,9
1,13
1,9
1,9
1,9
1,9
1,14
1,10
1,11
1,14
1,10
1,10
1,12
1,12
1,10
1,10
1,10
1,10
1,24
1,10
1,15
1,10
1,10
1,10
1,10
1,10
1,10
1,10
1,10
3,10
3,10
3,10
3,10
1,10
1,12
1,10
1,12
1,10
1,10
1,10
1,10
1,12
1,14
1,10
1,10
1,10
1,10
1,10
1,10
1,12
1,10
1,11
1,10
1,20
1,10
1,14
1,14
1,12
1,11
1,11
1,81
1,25
1,23
1,25
1,24
1,15
1,17
1,15
1,15
1,15
1,24
1,15
1,15
1,15
1,15
1,21
1,23
1,25
1,16
1,27
1,14
1,18
1,14
1,14
1,14
1,14
1,14
1,14
1,22
1,13
1,13
1,13
1,15
1,21
1,12
1,12
1,12
1,12
1,12
1,17
1,19
1,11
1,11
1,11
1,11
1,11
1,17
1,11
1,12
1,11
1,11
1,11
1,11
1,13
1,11
1,12
1,11
1,11
1,11
1,11
1,11
1,11
1,11
1,11
1,20
1,24
1,31
1,11
1,11
1,28
1,9
1,9
1,9
1,9
1,9
1,25
1,15
1,20
1,9
3,1
3,1
2,4
9,6
5,3
4,2
1,2
3,6
1,2
1,2
1,5
1,3
1,5
4,3
4,1
4,3
2,27
2,66
4,8
2,67
2,70
2,63
2,63
1,67
6,3
4,59
33,28
22,6
8,8
86,5
90,5
2,7
96,2
8,3
8,1
2,3
51,57
83,1
41,4
2,2
8,4
6,3
6,6
4,1
4,1
4,1
4,2
2,1
3,2
3,2
76,4
7,3
4,4
31,4
2,2
2,8
2,10
2,10
2,10
1,4
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,3
2,4
2,4
2,4
2,4
2,4
1,4
1,4
1,4
2,4
2,4
2,4
2,4
1,4
1,4
1,4
1,4
1,4
1,4
3,4
1,4
1,4
1,4
4,4
2,4
2,4
2,4
2,4
2,4
4,4
4,4
2,4
2,4
3,4
3,4
7,4
2,4
1,4
3,4
1,5
6,5
6,5
6,5
6,5
1,7
1,7
1,7
1,3
1,2
2,4
2,26
3,1
1,1
1,1
1,1
1,1
2,1
2,1
2,1
2,1
2,1
1,1
1,1
1,2
4,1
4,1
2,2
1,1
3,1
1,1
6,4
1,1
1,1
2,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
4,1
7,1
6,1
1,1
3,1
3,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
6,1
6,1
6,1
3,1
3,1
3,1
2,1
2,1
2,1
2,1
2,1
1,1
3,1
1,1
1,1
9,1
9,1
9,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
3,1
1,1
1,3
1,1
1,1
1,2
1,1
3,1
1,1
1,1
2,1
1,1
2,1
2,1
2,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,23
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,9
1,1
1,1
1,4
1,1
1,1
1,1
1,7
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
6,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
1,1
1,6
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,11
3,1
3,1
3,1
3,1
3,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,5
1,1
1,1
1,1
1,1
1,4
1,1
1,3
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
3,1
1,1
3,1
1,1
1,1
1,1
1,1
1,1
3,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
3,1
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,1
2,1
1,1
1,3
1,1
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,10
1,2
1,1
1,1
1,1
6,1
6,2
4,1
1,1
3,1
3,3
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
2,1
2,1
2,1
1,1
1,2
1,1
1,1
1,1
1,1
1,3
1,10
1,1
1,1
1,1
1,12
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,6
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,6
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,6
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,2
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
7,1
7,1
7,1
2,1
2,1
2,1
2,1
2,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,5
3,1
3,1
3,1
1,1
1,1
1,1
1,1
4,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,11
1,1
1,3
1,1
1,1
1,1
1,1
1,1
3,1
1,1
1,1
1,1
1,1
2,1
2,3
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,3
2,1
2,1
2,7
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,9
1,1
1,1
1,1
1,1
1,1
1,9
1,1
1,1
1,1
1,5
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,12
1,88
1,1
1,12
1,1
1,5
1,1
1,1
1,1
1,1
1,1
1,12
1,1
1,1
1,3
1,1
1,1
1,1
1,1
1,13
1,1
1,1
1,1
1,3
1,1
1,6
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,4
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
6,1
1,1
1,1
1,1
1,8
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
