"cap4_Fadd","cap4_Frmv","cap4_FRet","cap4_FMod","cap4_FSpe","cap4_FQua","cap4_FPar","cap4_Vadd","cap4_Vrmv","cap4_VMod","cap4_VSpe","cap4_VQua","cap4_Vtyp","cap5_Fadd","cap5_Frmv","cap5_FRet","cap5_FMod","cap5_FSpe","cap5_FQua","cap5_FPar","cap5_Vadd","cap5_Vrmv","cap5_VMod","cap5_VSpe","cap5_VQua","cap5_Vtyp"
21,16,0,0,1,6,71,1,15,0,0,0,0,6,1,0,0,0,0,20,0,1,0,0,0,0
89,70,0,0,1,6,71,43,41,0,0,0,0,15,4,0,0,0,0,22,7,2,0,0,0,2
69,62,0,0,1,6,74,28,36,0,0,0,0,9,4,0,0,0,0,23,5,0,0,0,0,0
6,4,0,0,1,6,74,0,0,0,0,0,0,5,0,0,0,0,0,24,2,0,0,0,0,0
197,149,0,0,1,6,77,57,38,0,0,0,0,18,17,0,0,0,0,24,6,5,0,0,0,0
49,26,0,0,1,6,74,0,0,0,0,0,0,3,2,0,0,0,0,22,0,0,0,0,0,0
59,70,0,0,1,6,74,67,63,0,0,0,0,6,5,0,0,0,0,23,8,1,0,0,0,0
240,74,0,0,1,6,74,107,48,0,0,0,0,6,3,0,0,0,0,23,6,2,0,0,0,0
60,77,0,0,1,74,142,40,75,0,0,0,0,5,5,0,0,0,0,23,5,3,0,0,0,0
8,4,0,0,1,74,142,2,0,0,0,0,0,3,2,0,0,0,0,23,2,0,0,0,0,0
5,5,0,0,1,74,142,7,7,0,0,0,0,2,1,0,0,0,0,23,8,3,2,0,0,0
0,0,0,0,1,74,142,0,1,0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,0
0,0,0,0,1,74,142,0,6,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0
4,1,0,0,1,74,142,3,5,0,0,0,0,1,1,0,0,0,0,23,5,4,0,0,0,0
1,2,0,0,1,74,143,8,6,0,0,0,0,1,1,0,0,0,0,24,8,2,0,0,0,0
113,22,0,0,1,74,149,1,0,0,0,0,0,3,3,0,0,0,0,25,3,0,0,0,0,0
11,23,0,0,1,117,186,4,13,0,0,0,0,4,4,0,0,0,0,24,1,0,0,0,0,0
5,191,0,0,1,112,181,2,2,0,0,0,0,1,1,0,0,0,0,24,2,4,0,0,0,2
0,12,0,0,1,36,105,0,0,0,0,0,0,0,6,0,0,0,0,24,0,0,0,0,0,0
258,13,0,0,1,36,105,21,5,0,0,0,0,7,3,0,0,0,0,22,9,3,0,0,0,0
37,178,0,0,1,142,200,14,4,0,0,0,0,3,10,0,0,0,0,24,1,0,0,0,0,0
1,8,0,0,1,130,188,0,0,0,0,0,0,1,2,0,0,0,0,24,0,0,0,0,0,0
23,26,0,0,1,124,182,19,8,0,0,0,0,7,7,0,0,0,0,24,4,3,0,0,0,0
12,23,0,0,1,124,181,7,2,0,0,0,0,8,3,0,0,0,0,23,2,1,0,0,0,0
15,8,0,0,1,124,181,1,4,0,0,0,0,3,3,0,0,0,0,23,3,2,2,0,0,0
5,17,0,0,1,124,181,2,0,0,0,0,0,1,1,0,0,0,0,23,4,0,0,0,0,0
91,8,0,0,1,124,248,17,6,0,0,0,0,6,4,0,0,0,0,28,5,1,0,0,0,0
16,11,0,0,1,167,224,6,12,0,0,0,0,7,3,0,0,0,0,23,1,2,0,0,0,0
2,10,0,0,0,167,223,0,1,0,0,0,0,2,4,0,0,0,0,22,0,1,0,0,0,0
93,27,0,0,0,167,223,17,13,0,0,0,0,11,3,0,0,0,0,22,1,0,0,0,0,0
23,15,0,0,0,2,58,2,19,0,0,0,0,3,2,0,0,0,0,21,1,1,0,0,0,0
51,7,0,0,0,2,57,17,5,0,0,0,0,5,2,0,0,0,2,20,7,4,0,0,2,2
10,2,0,0,0,2,57,2,0,0,0,0,0,4,2,0,0,0,0,20,4,0,0,0,0,0
0,0,0,0,1,2,58,0,6,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0
17,78,0,0,1,2,58,0,2,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0
1,2,0,0,1,180,236,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0
299,179,0,0,1,180,236,8,1,0,0,0,0,4,5,0,0,0,0,21,4,1,0,0,0,0
111,0,0,0,1,2,58,24,2,0,0,0,0,3,0,0,0,0,0,21,4,2,2,0,0,0
5,8,0,0,1,2,58,3,0,0,0,0,0,3,7,0,0,0,0,21,3,0,0,0,0,0
13,5,0,0,1,2,58,2,0,0,0,0,0,1,1,0,0,0,0,21,4,0,0,0,0,0
90,73,0,0,1,2,58,2,0,0,0,0,2,8,2,0,0,0,0,21,2,2,0,0,0,2
27,253,0,0,1,2,58,0,3,0,0,0,0,2,1,0,0,0,0,22,2,3,2,0,0,0
1,28,0,0,1,113,169,0,0,0,0,0,0,1,3,0,0,0,0,23,2,0,0,0,0,0
0,0,0,0,1,101,157,3,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0
10,30,0,0,1,101,157,47,35,0,0,0,5,6,4,0,0,0,0,25,26,7,0,0,0,0
52,127,0,0,1,101,158,5,15,0,0,0,0,9,4,0,0,0,0,24,5,5,0,0,0,0
9,128,0,0,1,101,159,11,16,0,0,0,0,3,5,0,0,0,0,25,4,6,0,0,0,0
9,9,0,0,1,101,159,0,0,0,0,0,0,3,3,0,0,0,0,25,2,0,0,0,0,0
2,10,0,0,0,101,158,0,0,0,0,0,0,2,4,0,0,0,0,24,2,0,0,0,0,0
21,3,0,0,0,101,158,17,0,0,0,0,0,3,0,0,0,0,0,24,8,0,0,0,0,0
104,18,0,0,0,101,163,45,6,0,0,0,1,7,3,0,0,0,0,25,7,4,0,0,0,1
68,0,0,0,0,103,155,0,0,0,0,0,1,4,0,0,0,0,0,24,2,0,0,0,0,1
43,12,0,0,0,103,155,17,14,0,0,0,1,5,4,0,0,0,0,24,3,0,0,0,0,1
18,9,0,0,0,103,155,1,4,0,0,0,1,4,4,0,0,0,0,24,1,0,0,0,0,1
5,4,0,0,0,109,161,0,0,0,0,0,1,2,1,0,0,0,0,24,0,0,0,0,0,1
17,17,0,0,0,109,161,0,0,0,0,0,1,1,2,0,0,0,0,24,0,0,0,0,0,1
3,3,0,0,0,109,161,0,0,0,0,0,1,1,1,0,0,0,0,24,0,0,0,0,0,1
0,0,0,0,0,109,161,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,1
11,1,0,0,0,109,161,0,0,0,0,0,1,3,1,0,0,0,0,24,0,0,0,0,0,1
1,0,0,0,0,109,161,0,0,0,0,0,1,1,0,0,0,0,0,24,0,0,0,0,0,1
3,26,0,0,0,109,161,0,0,0,0,0,1,1,3,0,0,0,0,24,0,0,0,0,0,1
5,36,0,0,0,109,160,4,22,0,0,0,1,5,7,0,0,0,0,21,4,5,0,0,0,1
4,6,0,0,0,109,160,15,9,0,0,0,1,4,2,0,0,0,0,23,11,5,0,0,0,3
0,1,0,0,0,109,159,0,3,0,0,0,1,0,1,0,0,0,0,22,2,3,2,0,0,1
114,3,0,0,0,109,159,6,7,0,0,0,1,5,3,0,0,0,0,20,7,3,0,0,0,1
26,1,0,0,0,167,217,3,0,0,0,0,1,12,1,0,0,0,0,22,1,0,0,0,0,1
2,2,0,0,0,167,217,0,0,0,0,0,1,1,1,0,0,0,0,22,0,0,0,0,0,1
12,1,0,0,0,167,217,2,0,0,0,0,1,6,1,0,0,0,0,22,2,2,0,0,0,3
57,174,0,0,0,167,217,0,1,0,0,0,1,14,3,0,0,0,0,22,2,1,0,0,0,1
33,106,0,0,0,68,118,1,3,0,0,0,1,11,5,0,0,0,0,22,3,0,0,0,0,1
11,0,0,0,0,52,105,3,1,0,0,0,1,5,0,0,0,0,0,25,0,1,0,0,0,1
19,20,0,0,0,52,105,41,29,0,0,0,1,4,3,0,0,0,0,25,1,1,0,0,0,1
2,4,0,0,0,52,105,0,37,0,0,0,1,1,1,0,0,0,0,25,0,19,0,0,0,1
0,0,0,0,0,52,105,37,2,0,0,0,1,0,0,0,0,0,0,25,21,2,2,0,0,1
0,0,0,0,0,52,105,2,0,0,0,0,1,0,0,0,0,0,0,25,2,2,0,0,0,3
26,2,0,0,0,52,105,1,0,0,0,0,1,8,0,0,0,0,0,25,3,0,0,0,0,1
92,0,0,0,0,52,106,1,0,0,0,0,1,5,0,0,0,0,0,26,3,0,0,0,0,1
17,19,0,0,0,52,105,0,38,0,0,0,1,2,2,0,0,0,0,25,2,20,0,0,0,1
0,0,0,0,0,52,105,0,0,0,0,0,1,0,0,0,0,0,0,25,2,0,0,0,0,1
3,51,0,0,0,52,107,0,5,0,0,0,3,2,3,0,0,0,0,27,2,1,0,0,0,1
2,3,0,0,0,23,76,0,0,0,0,0,1,2,3,0,0,0,0,25,2,0,0,0,0,1
10,1,0,0,0,23,77,4,0,0,0,0,1,2,1,0,0,0,0,26,3,0,0,0,0,1
3,2,0,0,0,23,76,0,0,0,0,0,1,3,1,0,0,0,0,27,0,0,0,0,0,1
3,9,0,0,0,23,76,0,0,0,0,0,1,1,2,0,0,0,0,25,0,0,0,0,0,1
10,2,0,0,0,23,77,0,0,0,0,0,1,2,2,0,0,0,0,26,0,0,0,0,0,1
1,1,0,0,0,23,76,0,2,0,0,0,1,1,1,0,0,0,0,25,2,2,2,0,0,1
0,2,0,0,0,23,82,0,0,0,0,0,1,0,1,0,0,0,0,26,2,0,0,0,0,1
3,0,0,0,0,23,76,0,0,0,0,0,1,1,0,0,0,0,0,25,0,0,0,0,0,1
137,4,0,0,0,23,74,12,1,0,0,0,1,8,2,0,0,0,0,23,5,1,0,0,0,1
0,0,0,0,0,23,74,1,0,0,0,0,1,0,0,0,0,0,0,23,1,0,0,0,0,1
2,6,0,0,0,23,74,1,24,0,0,0,1,1,3,0,0,0,0,23,1,9,0,0,0,1
8,86,0,0,0,4,55,0,29,0,0,0,1,1,3,0,0,0,0,22,0,5,0,0,0,1
5,2,0,0,0,4,55,2,0,0,0,0,1,2,1,0,0,0,0,22,2,0,0,0,0,1
3,0,0,0,0,4,55,0,0,0,0,0,1,1,0,0,0,0,0,22,0,0,0,0,0,1
11,6,0,0,0,4,55,14,9,0,0,0,1,5,6,0,0,0,0,20,8,2,0,0,0,1
0,0,0,0,0,4,55,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,1
18,20,0,0,0,4,55,2,2,0,0,0,1,7,4,0,0,0,0,22,1,0,0,0,0,1
0,0,0,0,0,4,55,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,1
40,60,0,0,0,4,55,13,50,0,0,0,1,5,4,0,0,0,0,22,3,1,0,0,0,1
3,7,0,0,0,4,55,2,0,0,0,0,1,1,2,0,0,0,0,22,2,2,0,0,0,3
36,265,0,0,0,4,55,30,32,0,0,0,1,4,9,0,0,0,0,21,6,4,0,0,0,1
0,20,0,0,0,4,56,22,12,0,0,0,1,0,2,0,0,0,0,23,4,2,0,0,0,1
438,13,0,0,0,4,56,24,20,0,0,0,1,6,2,0,0,0,0,23,6,0,0,0,0,1
21,450,0,0,0,4,56,65,29,0,0,0,1,3,7,0,0,0,0,23,23,1,0,0,0,1
107,1,0,0,0,4,56,7,4,0,0,0,1,4,1,0,0,0,0,23,6,2,0,0,0,1
456,29,0,0,0,4,56,37,31,0,0,0,1,10,5,0,0,0,0,23,13,3,2,0,0,1
20,445,0,0,0,4,182,28,28,0,0,0,1,2,6,0,0,0,0,24,2,0,0,0,0,1
89,64,0,0,0,4,56,72,28,0,0,0,1,15,12,0,0,0,0,23,9,4,0,0,0,1
6,19,0,0,0,4,56,0,0,0,0,0,1,2,3,0,0,0,0,23,0,0,0,0,0,1
0,0,0,0,0,4,56,0,6,0,0,0,1,0,0,0,0,0,0,23,0,4,0,0,0,1
3,2,0,0,0,4,56,7,1,0,0,0,1,2,2,0,0,0,0,23,7,1,0,0,0,1
99,40,0,0,0,4,56,3,0,0,0,0,1,11,2,0,0,0,0,23,2,0,0,0,0,1
0,0,0,0,0,4,56,4,1,0,0,0,1,0,0,0,0,0,0,23,3,3,0,0,0,3
2,3,0,0,0,4,56,2,2,0,0,0,1,2,3,0,0,0,0,23,2,0,0,0,0,1
0,0,0,0,0,4,56,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,1
10,6,0,0,0,4,61,6,5,0,0,0,1,4,2,0,0,0,0,27,3,2,2,0,0,1
10,0,0,0,0,4,56,0,0,0,0,0,1,4,0,0,0,0,0,23,0,0,0,0,0,1
2,6,0,0,0,4,56,0,8,0,0,0,1,2,3,0,0,0,0,23,0,4,0,0,0,1
6,1,0,0,0,4,56,0,0,0,0,0,1,3,1,0,0,0,0,23,0,0,0,0,0,1
16,6,0,0,0,4,56,23,0,0,1,0,1,6,3,0,0,0,0,23,8,0,0,0,0,1
0,0,0,0,0,4,56,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,1
47,2,0,0,0,4,56,0,0,0,0,0,1,5,1,0,0,0,0,23,0,0,0,0,0,1
